Organisation ID,Organisation name
1-101616919,Suffolk County Council
1-8277330205,Dr Jaymish Ajay Patel
1-152961401,Dr. Patrick Williams
1-101670914,Medicrest Limited
1-101665828,Accomodating Care (Driffield) Limited
RR7,Gateshead Health NHS Foundation Trust
1-131986747,Parkview Care Homes Limited
1-1778649059,Logini Care Solutions Ltd
1-101657606,Crediton Care & Support Homes Limited
1-4530539160,Abbey Dental Practice
1-101683635,Revitalise Respite Holidays
1-1258485224,Forest Residential Care Homes Limited
1-101616730,Cornerstones (UK) Ltd
1-101653758,Select Lifestyles Limited
1-101693093,Weston-super-Mare Free Church Housing Association Limited
1-126819347,Aden House Limited
1-191582971,City Health Care Partnership CIC
1-101656323,Bolton Council
RTR,South Tees Hospitals NHS Foundation Trust
1-101664312,Cadogan Care Limited
1-2496716356,Dr Hammad Lodhi
1-101667605,London Borough of Hounslow
1-101634596,Centre for Sight Limited
1-101613842,Kingswood Care Services Limited
1-101623478,Tealk Services Limited
1-2011633791,The Karri Clinic Ltd
1-4172035638,Observe Care Ltd
1-7312469005,Robin Tiger Limited
1-149412664,Clinical Diagnostic Services LLP
1-1922491732,Randale Care Limited
1-635282639,KRG Care Homes Limited
1-101668813,Warrington Borough Council
1-2155127314,Awesome Healthcare Solutions Limited
1-152981225,Vallance and Shupac
1-101671469,Linkage Community Trust
1-101692356,Seva Care (Respite And Residential Services) Limited
1-101618788,Caritas Services Limited
1-199716099,Coastal Villages Practice (Ormesby Village Surgery)
1-101714990,Bluecroft Estates Limited
1-199766253,St Stephens Surgery
1-6378121625,Nightingale Healthcare Solutions Ltd
1-153008545,Smile Clinic UK Limited
1-5341956165,North West Surrey Integrated Care Services NICS Ltd
1-101668709,Wiltshire Council
1-5652439780,Ashton Care (Bognor Regis) Limited
R0B,South Tyneside and Sunderland NHS FT
1-565665849,EL Marsh Care Home Ltd
1-101668364,Derbyshire County Council
1-2945252521,The Cosmetic Dental Studio
1-102643261,Saint John of God Hospitaller Services
1-2074182617,Hoghton Street Dental Care Limited
1-199777484,Northgate Medical Centre
1-1928133736,Arthur Rank Hospice Charity
1-2218557507,Aroma Care People Ltd
1-101714765,Mrs Kathleen Susan Fairbrass
1-101640277,Tawnylodge Limited
1-101660119,SENAD Community Limited
1-2464987459,Blakehill Healthcare Limited
1-9038140144,JN Healthcare Group Limited
1-101694375,Unlimitedcare Limited
1-101694763,S L Crabtree
1-456677202,Audagio Services Ltd
1-9506580473,Southern Medical Rescue Ltd
1-101727172,Baxter Healthcare Limited
1-118175920,Manorcourt Care (Norfolk) Limited
RXN,Lancashire Teaching Hospitals NHS Foundation Trust
1-118166337,Endurance Care Ltd
1-101669861,London Borough of Haringey
1-102643235,Ambient Support Limited
1-4048217261,ERS Transition Limited
RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
1-152968090,Angle House Orthodontics
1-2010228788,Harley Street Healthcare Ltd
1-238678379,House of Care Services Ltd
1-199721908,Dr Muhammad Shahzad
1-101692876,Ritzi Care Homes Ltd
1-11977022791,Dr Ali Forouzanfar
1-378490080,Leading Lives Limited
1-1690333791,Marden House Dental Practice Partnership
1-101608571,Star Care UK Ltd
1-2553890550,Care Signature Christian Homecare Services
1-153004994,Aligndent Limited
1-101612609,Independent Options (North West)
RK5,Sherwood Forest Hospitals NHS Foundation Trust
1-349152381,Dimensions (UK) Limited
1-1986575103,Multimed Limited
1-101610236,Springdene Nursing and Care Homes Limited
1-9398388700,Smile Dental Care Partnership
TAF,Camden and Islington NHS Foundation Trust
1-2155127236,Indigo Care Services Limited
1-152961451,Linden Lodge Dental Practice
1-6160899810,Dr K Daniels and Dr C Baker
1-101669407,London Care Limited
1-4707374738,Teignmouth Care Limited
1-2522056509,R-H-P Outreach Services Ltd
1-149194294,Hasbury Home Care Services Ltd
1-1800009985,Hollyman Care Homes Limited
1-2242474321,Damira Dental Studios Limited
1-280669118,As U Care Ltd
1-101683118,Beech Cliffe Limited
1-101686826,Independent Clinical Services Limited
1-4565742850,Nottingham City GP Alliance Limited
1-2183889780,Pebblestones Limited
1-101676972,Quality Care Providers Limited
1-370843088,Desired Care 4 U Limited
1-3528211879,Passion Home Care Ltd
1-101617897,Roland Residential Care Homes Limited
1-10352365818,Medstar Clinic Ltd
1-131467292,Friend4Friend Limited
RD1,Royal United Hospitals Bath NHS Foundation Trust
1-9971460424,Benhall Care Limited
1-101658793,Swanton Care & Community Limited
1-1125698997,Butterflys Care Homes Ltd
1-11794875201,The Good Care Group at Riverstone Limited
1-101728109,Cygnet (OE) Limited
1-101623721,May Residential Homes Limited
1-116995093,Willow Tower Opco 1 Limited
1-2443093267,Northwest Orthodontists Limited
1-101653587,Autism.West Midlands
RQX,Homerton Healthcare NHS Foundation Trust
1-691943366,Smile Care Salford Ltd
1-154847795,Arrowsmith Rest Homes Limited
1-156963828,Circle Dental Care Limited
1-101648817,The Sandwell Community Caring Trust
1-1202159759,CSK Support 24 Ltd
1-2614115188,Hampshire Care Limited
1-353714043,Bedfordshire Supported Housing Limited
1-6792174541,Epic Care Services Limited
1-101652945,Esteem Care Ltd
1-101648444,Bellview (UK) Ltd
1-101606240,Accomplish Group Support Limited
1-152998086,Dr. Olufolake Ajanaku
1-161849231,Aspire Dental Care UK Limited
1-125693006,Hartlepool Care Services Limited
1-6400853496,Ms Gul Arshad
1-101640364,Heatherwood Nursing Home Ltd
1-1415903158,Care For Your Life Ltd
1-7585428372,Outreach Community and Residential Services
1-101670251,Inter-County Nursing and Care Services Limited
1-10684512095,Medique Limited
1-216234545,Bromley Healthcare Community Interest Company
1-13358474649,Danforth Care Norwich Limited
1-124699983,Cygnet NW Limited
1-965359859,Coastal Homecare (Hove) Limited
1-102643500,Circle Health Group Limited
1-13625985149,Rajaram Limited
1-4521210418,Wellington Healthcare (Arden) Ltd
1-183173152,Spectrum Community Health C.I.C.
1-101685263,Quality Housing & Social Care Limited
RBS,Alder Hey Children's NHS Foundation Trust
1-101652873,PLUS (Providence Linc United Services)
1-152973195,Thamesview Dental Surgery
1-101726936,Sussex Medical Chambers Limited
1-153035713,UK Smiles Dental Practice Ltd
RJ1,Guy's and St Thomas' NHS Foundation Trust
1-102643199,Community Homes of Intensive Care and Education Limited
1-119231094,Porthaven Care Homes LLP
1-101680570,Partnership Caring Ltd
1-152982423,Dr. Minesh Patel
1-152976590,Dr Hindocha Limited
1-101679048,Alpha Medical Care Limited
1-101727389,Fresenius Medical Care Renal Services Limited
1-101671278,The London Borough of Hillingdon
1-119229030,Acorn Recovery Projects
1-125892841,Delphi Medical Consultants Limited
1-6381352280,Careinmyhome Ltd
1-212128092,The Village Dental Practice
1-6366902546,Swan Care Group Ltd
1-101608103,Residential Care Providers Limited
1-2682779938,GP Health Partners Ltd
1-101680579,Serincourt Limited
1-101668355,City of Wolverhampton Council
1-101668172,Kingston upon Hull City Council
1-2172809685,Developing Lives Services (2000) Limited
1-4310994550,Favour Health Ltd
1-149044477,The Maples Residential Care Home Limited
1-158825942,European Scanning Centre (Harley Street) Limited
1-101666465,Nellsar Limited
1-101696759,R Cadman
1-361087449,Belrose Limited
1-4825899378,Crystal Croftdene Limited
1-2218523567,The Royal Masonic Benevolent Institution Care Company
1-4784460363,Channel Health Alliance Limited
1-11122392678,London Women's Clinic Limited
1-199780315,Dr Navaid Alam
1-717898983,New Day Care Ltd
1-101657764,Burrow Down Support Services Limited
1-693858211,Dentalcare (Southern) Ltd
1-4881195004,Mr Sohail Abdulgafoor Yusuf Moulana
1-101665559,Christchurch Housing Society
1-927142641,Ness M Care Services Ltd
1-101640445,Homes Together Limited
1-11982780181,Midlands Air Ambulance Charity
1-2870786365,Tailored Transitions Ltd
1-153037895,Dr. Jai Basudev
1-101648256,Peak Care Limited
1-408590895,Randall Care Homes Limited
1-8243982864,Manchester Lactation Consultants Ltd
1-1446539555,Yorkshire Health Partners Limited
1-13026576898,QH IP Ltd
1-101634763,InHealth Limited
1-101672115,Merseycare Julie Ann Limited
1-101663424,Norwood
1-191583073,Motorsport Vision Limited
1-152964297,Valley Drive Dental Practice
1-171573281,Dr. Sandeep Bhatia
1-101679656,Mere Lodge Healthcare Limited
1-9926828655,Active Adult Limited
1-2796583911,Gentle Dental Care
1-7292388155,Cosmetic Courses Limited
1-8737612240,SmileOne Carfax
1-199812115,Sussex Community Dermatology Service Ltd
1-101724976,9 Harley Street Limited
1-292003004,G4S Health Services (UK) Limited
1-1778547975,Crown Care VI Limited
1-278209896,Iceni Care Limited
1-101657719,Connor Associates Limited
1-1213986752,Dr Sachin Anand & Dr Shalini Anand
1-102643442,Priory Healthcare Limited
1-741150079,Acre Surgery
1-119231049,East Midlands Crossroads-Caring For Carers
1-135655849,Aspire Health and Care Limited
1-4116504919,Dr Amit Rai
RJ2,Lewisham and Greenwich NHS Trust
1-101617512,Jameson's Residential Home Limited
1-6387586343,Impression Health and Support Domiciliary Care Agency Ltd
1-181516197,Addiction Recovery Centres Limited
1-199712996,The New Surgery
1-134393240,Alder Meadow Limited
1-101643602,Perthyn
1-101623001,Santa Bapoo
1-6466145576,MK Executive Care Services LTD
1-101649312,Pharos Care Limited
1-2504821345,Dental Concepts Partnership
1-2058412271,Lauriem Complete Care Limited
1-101678976,Charis House Limited
1-101648131,Exmouth Care Ltd
1-101623271,Mrs K Peerbux
1-467970437,Choices Care Ltd
1-101679245,Kcare Nursing Agency Limited
1-2002032060,Olive Healthcare Solutions Limited
1-101705653,Improving Prospects Ltd
1-158786347,Poland Medical LLP
1-101610784,Mannacom Limited
1-185352105,Eden Supported Living Limited
1-2999010085,North Staffordshire GP Federation Limited
1-9230205919,Shabach Health Care Ltd
1-101664401,Oak House Homecare Ltd
1-101665810,Cranford Care Homes Limited
1-12882035664,The Monteiro Dental Clinic Limited
1-154700856,Corner House Care Limited
1-9197934398,Ariya Neuro Care (Residential) Limited
1-101671019,Community Housing and Therapy
1-7206600735,C4 Care Ltd
1-101640436,City of Bradford Metropolitan District Council
1-101620506,Seashell Trust
1-101619670,Beechcroft Care Homes Ltd
1-1885727051,Woodleigh Healthcare Limited
1-199793185,North Hampshire Urgent Care Limited
1-199765115,Mitcheldean Surgery
1-2237106150,Efficiency-For Care Limited
1-1757622859,A4 Health Group Limited
1-7898674782,Dawn Attewell Aesthetics Limited
1-8289792248,Hey Baby 4D Kent West Ltd
1-274133560,Cura Care Limited
R0A,Manchester University NHS Foundation Trust
1-101617161,Centurion Health Care Limited
1-152956255,Mr. Davood Rezaiedastjerdi
1-8285391348,City Clinics Group Limited
1-188917186,Miss Emma Alpin
1-703137643,Alimentary Innervations Limited
1-5428831991,Enhance Wellbeing Healthcare Limited
1-101660502,Fisherbell Limited
1-101667118,We Change Lives (WCL)
1-120628745,Richmond Care Villages Holdings Limited
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust
RTX,University Hospitals of Morecambe Bay NHS Foundation Trust
1-101608481,Gloucestershire County Council
1-101669326,Fosse Healthcare Limited
1-101615530,London Borough of Camden
1-7207253332,Karpe Diem Healthcare Ltd
1-101648586,Kirklands Healthcare Limited
1-5173549470,PACO Rehabilitation Services Ltd
1-5750776580,Sure Healthcare and Supported Living (UK) Limited
1-11553552086,CKD Professional Services Ltd
1-101706139,DJ & GM Phillips
1-199774776,Cape Hill Medical Centre
1-2232392207,Caring Homes (TFP) Group Ltd
1-2890717202,Four Seasons (JB) Limited
1-116863868,Four Seasons (No 7) Limited
1-101665253,Foxholes Nursing Home Limited
1-5433403166,Anderson Nursing Limited
1-2921123330,Dr Abrahem Hussain Malik
1-152984121,Bounds Green Dental Practice
1-101648755,Creative Support Limited
1-101669658,Portsmouth City Council
1-4175772412,Cathena Healthcare Limited
1-171572538,S A Groups
1-131464550,Trident Reach The People Charity
1-199716814,"Dr Castle & Partners, Sole Bay Health Centre"
1-101641035,Westminster Homecare Limited
1-6248133067,Vision Home Care Ltd
1-592058383,Imagine Independence
1-101666142,Martha Trust
1-451077699,First Choice Home Care Ltd
1-152977457,Adel Dental Practice
1-119231430,Glenfields Care Home Limited
1-101691889,Nobilis Care North Limited
1-153005024,Oradent Kent Limited
1-4908242320,MNP Complete Care Limited
1-199732989,Lawrence House Surgery
1-152992483,Five Rivers Dental Limited
1-101670597,Everyday Recruitment Agency Limited
1-153023455,Mr. Bhavnish Waghela
1-731200689,"Stephen Cowley, Roderick Ingham and Jose Angelo"
1-1896754983,Devine Care Ltd
1-203631335,Re:Cognition Health Limited
1-2812887267,Confidental Health Ltd
1-8417079420,Bellevie Care Ltd
1-2061440179,Kidsgrove Care Solutions CIC
1-152962095,Cannock Dental Care
1-171565051,Dr. Glenn Steffin
1-200065171,Oak Tree Forest Limited
1-101658703,Aspire In The Community Ltd
1-1058889874,KIMS Hospital Limited
1-116865263,Bupa Care Homes (AKW) Limited
1-6624775799,P & N Healthcare Services Ltd
1-101697065,Arshad Mahmood
1-101606383,Lister House Limited
1-13513346312,Prudent Care Homes Limited
1-757010423,The Guinness Partnership Limited
1-199746577,Greenwood Group
1-118165809,Craegmoor Supporting You Limited
1-101613176,The Fortune Centre of Riding Therapy
1-2828606411,Profad Care Agency Limited
1-11211119839,Dr Gora Abubaker Bangi
1-657000938,Medserena Upright MRI Ltd
1-413158984,Med Care Home Services Limited
1-101662724,Wellburn Care Homes Limited
1-1907889788,Curado Ltd
1-153006833,Richmond Hill Orthodontics Limited
RTP,Surrey and Sussex Healthcare NHS Trust
1-10482901878,Belmont Homecare Services Limited
1-6920571679,Precious Care Homes Ltd
1-119233163,Ashdown Care Limited
1-11349138603,Hope at Hand Limited
1-101663091,Bowden Derra Park Limited
1-101678209,Cranstoun
1-824755348,Ocean Community Services Limited
1-101635010,St. Ann's Hospice
1-101646943,Health Vision UK Limited
1-7292684588,Dental Sense Limited
1-101679621,Clearwater Care (Hackney) Limited
1-8484298776,Dr Marie Louise Ryan and Dr John Duthie
1-199760432,The Penryn Surgery
1-1207166730,Elysium Healthcare (Ann House) Limited
1-101657491,Staff Management Limited
1-13627316595,DBAGZ Solutions Ltd
1-872916524,Elysium Healthcare No. 4 Limited
1-131466925,HH Care Ltd
1-112806363,The London Borough of Tower Hamlets
1-101657852,Bedford Borough Council
1-125693182,Premier Care (Midlands) Limited
1-898315437,Cambian Whinfell School Limited
1-101711060,Orla House Limited
1-153029551,Synergy Dental Care Ltd
1-2110601479,Blossom Home Care Ltd
1-3741616639,Liaise (South East) Limited
1-452492894,Regal Care Trading Ltd
1-101662682,Mills Family Limited
1-101678530,Pages Homes Limited
1-9012215004,Willatt Care Limited
RA2,Royal Surrey NHS Foundation Trust
1-1209118773,WB Medical Group
1-8545789707,Healthcare Homes (Spring) Limited
1-729327523,SAM Health Limited
1-152976353,Ishak Practices Ltd
1-101662885,Day Care Services Limited
1-101694853,Toqeer Aslam
1-101686512,Next Steps Community Care Ltd
1-145066323,My Caring POD Limited
RVY,Southport and Ormskirk Hospital NHS Trust
1-240461750,Ashmoor Health Care Limited
1-2466488816,Vivid Community Care Limited
RHA,Nottinghamshire Healthcare NHS Foundation Trust
1-101696544,Lifeways Orchard Care Limited
1-9162032430,Emms Ventures Limited
RY3,Norfolk Community Health and Care NHS Trust
1-131473441,Sandford House Limited
1-4381250987,SpaDental South West Limited
1-152977009,JDRM Dental Care Limited
1-101693962,Highlands Borders Care Home Limited
1-486375464,Bright Futures Care Limited
1-728154992,Flexible Support Options Limited
1-101664679,The Gloucester Charities Trust
1-101669049,Healthcare Homes Group Limited
1-13120626964,Roche Homecare Ltd
1-101683042,Options Autism (6) Limited
1-4775915806,Carebright Supported Living Limited
1-101674596,Affinity Supporting People (South) Limited
1-1745118261,Prime Practice Partnership Limited
1-101696112,Mr Ragavendrawo Ramdoo & Mrs Bernadette Ramdoo
1-384343411,Wellington Support Limited
1-2962253843,Metro Homecare Ltd
1-5995015258,Zental Surgeries Ltd
1-199784139,Red Bank Group Practice
1-101662495,Baba Sawan Lodge Limited
1-101673108,Amrial Care Limited
1-153004358,The Ile Dental Centre Limited
1-119229048,Barnardo's
1-2000419814,Puredental Care (UK) Limited
1-101650464,Park Healthcare Limited
1-409768931,Stratum Clinics Limited
1-101719454,Sunshine Care Limited
1-101728647,Options for Care Limited
1-101661805,Phoenix Learning and Care Limited
1-7077466686,Miracle Centre Limited
1-161850675,Ffolliott Bird Associates Limited
1-101685541,Renaissance Care Services Limited
1-101662540,Rutland County Council
1-1256062054,Saroia Staffing Services Ltd
1-1953336071,VK Dental Limited
1-2224304466,BW Partnership
1-119230943,GMA Healthcare Ltd
1-101686477,Better Healthcare Services Ltd
1-101686628,APT Care Limited
1-346589742,Corden Assist Limited
1-101666877,Royal British Legion Industries Ltd
1-7523028553,Exceptional Care At Home Limited
1-3758136587,Our Health Partnership
1-101689300,T.H.O.M.A.S. (Those On The Margins Of A Society)
1-101676577,C.T.C.H. Limited
1-125692874,Saren Limited
1-101659229,Pathfinder Ashness Care Limited
1-156973117,Health House Dental Practice LLP
1-1821861791,Allot Healthcare Services Ltd
1-270605655,Woodland Residential Care Home Limited
1-4802807758,MMR Homecare Limited
1-119229084,White Leaf Support Ltd
1-192459822,Priority Plus Limited
1-437495003,IBC Quality Solutions Limited
1-116865825,Care UK Community Partnerships Ltd
1-191586926,Smile Pod Limited
1-101674775,Moorview Care Limited
RW5,Lancashire & South Cumbria NHS Foundation Trust
1-2939384297,London Medical Associates Limited
1-101650204,Treasure Homes Limited
1-126775098,Cobalt Health
1-953043285,Seaham Care Limited
1-4144990444,Ideal Complex Care Limited
1-153008447,DCO Dental Group
RXV,Greater Manchester Mental Health NHS Foundation Trust
1-354581961,Ohio Home Care Ltd
1-645062512,1A Group Dental Practice Partnership
1-9882840322,The Happy Healing Hut C.I.C.
RK9,University Hospitals Plymouth NHS Trust
1-713087815,Max Potential UK Ltd
1-101720848,Unique Personnel (U.K.) Limited
1-101654922,Yorkare Homes Limited
1-1890015272,Cynosure Healthcare Services Ltd
R1A,Herefordshire and Worcestershire Health and Care NHS Trust
1-164737499,Lynncare 2000 Limited
1-152994484,David Cheung
1-12912873443,Top Medical Clinic LTD
1-101621875,Innova House Health Care Limited
1-101641764,Wigan Council
1-8429183684,UK Vein Clinic LTD
1-101618869,Knights Care Limited
1-7695252214,Comforting Care Limited
1-101630309,Mr Mohedeen Assrafally & Mrs Bibi Toridah Assrafally
1-101610883,Access for Living
1-101652098,St Mungo Community Housing Association
1-1114305051,Care Worldwide (Carlton) Limited
1-6341990408,Amicura Limited
1-352572864,Longdene Homecare Limited
1-101647120,South West Action For Learning and Living Our Way Limited
1-101648089,Essex County Council
1-2046860519,Tri Locality Care (TLC) Limited
1-152975784,Dr. Julie Forde
1-1531265772,Easy Living Care Limited
1-1992098979,Dr Humaira Ramzan
1-1488559826,Smile Transformation & Cosmetic Services Ltd
1-101647138,Vishomil Limited
1-2399646798,Promises of Care Limited
1-101644884,The Outlook Foundation
1-7046623560,MoreLife (UK) Ltd
1-101611639,Firstsmile Limited
1-526812590,7Jay Home Care Ltd
1-101663810,Broad Horizons Limited
1-101698474,Mrs Jayashree Sawmynaden
1-101641305,Streetscene Addiction Recovery
1-445215713,Mary Rush Care Limited
1-9975966624,Monarch INC. Limited
1-199706292,Market Harborough and Bosworth Partnership
1-153037063,Dr. Parita Bagheri
1-2166681590,2 Green Smile Ltd
1-101670976,Summerhouse Limited
1-232109792,Dr Bijoy Sinha & Dr Madhulika Sinha
1-6455105516,Alina Homecare Services Limited
1-12916659495,NAMTA Limited
1-102643071,MacIntyre Care
1-101683465,Independent Lifestyle Options Ltd
1-101633728,A. Welcome House Limited
1-228689708,Verity Healthcare Limited
1-5643994544,Honour Health Partnership
1-161847950,Mr. Neeraj Agrawal
1-101669985,Willowbrook (Hyndburn) Limited
1-101659780,Everyturn
1-9717863095,The Wellspring Care Ltd
1-1688564329,Knightingles Healthcare Limited
1-3006382825,SG Psychiatry Limited
1-7778146971,BBC Care Service Limited
1-153004727,Dr Elizabeth Hartle
1-120627433,Country Retirement & Nursing Homes Ltd
1-153002858,Shelton Dental Centre
1-9884482118,LA Carers Ltd
1-101656660,Careline Lifestyles (UK) Ltd
1-11890161261,Urgent Care 365 Limited
1-152970774,Mr. Asheesh Paul
1-430795931,Smile Art Dental
1-152963114,Mr Anoop Deol
1-153035456,Mr. Sandip Patel
1-1121340251,The Crab Tree Lane and Church Street Dental Practice Partnership
1-3720185015,Optimal Living (Kent) Limited
1-6483664332,Passion 4 Care Ltd
1-717396894,Health and Home (Essex) Limited
1-3014371198,Night Dental Ltd
1-102643148,Housing 21
1-101656554,Supported Living UK Limited
1-533657363,Verrolyne Services Ltd
1-305356001,Thornton Care Limited
1-101676837,Hometrust Care Limited
1-2244021771,SSP Health Primary Care Limited
1-101609453,Aspire Living Limited
1-101648291,Solihull Care Limited
1-101643111,Bestcare Ltd
1-153006255,St Piran Dental Practice Ltd
1-101728376,National Unplanned Pregnancy Advisory Service Limited
1-101611027,Franciscan Missionary Sisters
1-101634345,Zoe's Place Trust
1-101646881,St Gregory's Homecare Limited
1-13885569094,Gresham Care Operations Limited
1-3278115983,GCH (Midlands) Ltd
1-2180887268,Cocoro Group Ltd
1-101618599,Ashwood House Limited
1-4658706101,The Orthodontic Centre (Reading) Ltd
1-9397966037,EXPERT CARE SOLUTIONS LTD
REP,Liverpool Women's NHS Foundation Trust
1-101668700,Milkwood Care Ltd
1-101658649,Crabwall Claremont Limited
1-198596989,Park Surgery
1-8788165835,Supporting Care North East Branch Ltd
1-131475251,Mrs Theresa Clark
1-101611036,Emerald Care Services Limited
1-191575446,Dental Design Studio
1-153001296,Southampton Orthodontic Centre Limited
1-153012265,Richard Fisher & Associates Ltd
1-5997211104,Surrey Orthodontics Limited
1-11695170835,Ayai Care Limited
1-101649999,Grangemoor Care Homes
1-10409733615,Headstone Lane Dental Practice Limited
1-10616192244,DHCH14
R1L,Essex Partnership University NHS Foundation Trust
1-101671548,A2Dominion Housing Group Limited
1-118166307,Accomplish Group Lifestyles Limited
1-199810481,Principal Medical Limited
1-8282988887,"Jacqueline Doran, Ailish Doran, Cara Doran"
1-5996586904,Apex Dental Group Limited
RBN,St Helens and Knowsley Teaching Hospitals NHS Trust
1-101633737,Sutton Village Care Home Limited
1-1285344075,Q.S. Enterprises Limited
1-101634311,Lomack-Health Company Limited
1-154859912,LJM Homecare Ltd
1-1051964904,Nestlings Care Ltd
1-6116771844,Home2Home with Care Ltd
1-6683741707,Ikon Services Limited
1-2845857810,D. Gregory Ltd
1-6280174647,Ontime Response Healthcare Limited
1-101641683,Belong Limited
1-6257459505,Reliance Ambulance Service Ltd
1-4467749760,Ashkan Pitchforth and Manar Elalami
1-191590332,Endocare UK Limited
1-102643122,Voyage 1 Limited
1-171566608,Twickenham Dental Care Limited
1-2030648409,B & R Dental Care
1-6376966083,Westgate Healthcare (Aylesbury) Limited
1-101681841,Stockport Metropolitan Borough Council- Opportunities Together
1-101652400,Advance Housing and Support Ltd
1-9346113699,ICS Operations Limited
1-4525146639,Haringey GP Group Ltd
1-10133001749,Family Dental Practice
1-1296352674,Care Worldwide (London) Limited
1-7781993208,London Gynaecology Limited
1-199810937,Milton Keynes Urgent Care Services Community Interest Company
1-416437455,Exclusive Care Limited
1-198597573,Riverside Medical Practice
1-3263491296,Aspire Care Services Ltd
1-199726605,Colchester Medical Practice
1-10358150594,Prisoner Centred Dental Care Limited
1-1070378584,Urgent Dental Care Limited
1-4196257018,National Care Consortium Ltd
1-3757899473,Practice Plus Group Health and Rehabilitation Services Limited
1-101677787,London Residential Healthcare Limited
1-101617933,Arundel Care Services Limited
1-199797673,Central Surrey Health Limited
1-101663925,Bhandal Care Group (BSB Care) Ltd
1-101608544,Bleak House Limited
1-11475144995,Whitelodge Alveley Limited
1-2142732380,Gensmile Dental Care Limited
1-101613086,Minstead Trust
1-1974984044,ICRIT Healthcare Limited
1-4080606035,Crystalize Care Services Ltd
1-309526049,Cream Holdings (Taunton) Limited
1-102642564,Turning Point
1-152979872,Dr. Jagtar Deu
1-101694524,Vivacare Limited
1-2829828428,Adderley Green Medical Services Ltd
RRE,Midlands Partnership NHS Foundation Trust
1-14533738470,Ashiq Ghauri and Sarfraz Ghauri t/a Ghauri Dental Centre
1-102642589,The Royal British Legion
1-466896862,Jenna (UK) Limited
TAH,Sheffield Health and Social Care NHS Foundation Trust
1-101665307,Wilton House Limited
1-153028597,Dr. Baber Nisar
1-153000831,Dr Kirupambikai Thillainathan
1-101658685,Next Steps Ltd
1-120628903,East And West Healthcare Limited
1-2378030568,The Doctors Clinic Group Ltd
1-7265456078,Komplex Care Limited
1-116865247,Bupa Care Homes (CFHCare) Limited
1-101618302,Care Opportunities Ltd
1-101653089,Yarrow Housing Limited
1-101611018,Langston Care Limited
1-6848012470,StBenetsRCG Ltd
1-101655644,Avondalecare (Kent) Limited
1-1740457102,At Home - Specialists In Care Ltd
1-101615138,Janith Homes Limited
1-298923341,Approach Community Homes Limited
1-101678672,Cherre Residential Care Limited
1-101607842,Trustcare Management Limited
1-118164077,Conquest Care Homes (Peterborough) Limited
1-199762655,Ruby Country Medical Group
1-1846193632,Northumbria Primary Care Limited
1-101669596,Croft Carehomes Limited
1-101644176,Palms Row Health Care Limited
1-152967505,Dr. Anita Chagger
1-9544976036,Smile Clinic Group
1-3086952683,South Reading and Shinfield Group Medical Centre
1-116992912,Shaw Healthcare (Ledbury) Limited
1-101640331,Western Health Care Limited
1-153006783,Alpha Dental Studio Dales
1-219068272,Maranatha Housing and Support Ltd
1-101620236,Grange Healthcare Ltd
1-1651530192,My Homecare Assistance Limited
1-101728579,Douglas Macmillan Hospice
1-9692066116,Noviche BioScience Limited
1-101689993,Trust Care Ltd
1-101620497,Orchard View Care Services Limited
1-152987301,Dr. Antony Hare
1-203576926,Pathway Healthcare Ltd
1-6447698543,Longmoor Care Limited
1-3277808315,Lime Tree Care Ltd
1-152975077,Mr Nicholas Daniel Daley
1-101616865,Rhodes Care Home Ltd
1-101641017,Precious Homes Support Limited
1-471050618,Gladstones Clinic Limited
1-209344805,Caraston Hall Support Limited
1-152976710,Uppingham & Upperton Dental Practice Ltd
1-3723937157,Inna Care Ltd
1-101662406,Ryecourt Limited
1-12376210923,BCSZ Ltd
RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust
1-1624297480,JA Medical Services Southeast Ltd
1-101617170,Yew Tree Care Limited
1-199771343,Fernley Medical Centre
1-5144061475,Light Care Services Limited
1-1651901258,Rehoboth Health and Home Care Limited
1-14154374396,Imperial Care Consortium Ltd
1-199726206,Pembridge Villas Surgery
1-101610757,Roche Healthcare Limited
1-238349478,Phemacare Ltd
1-464768685,Astoria Healthcare Limited
1-116863885,Four Seasons (No 10) Limited
1-149740195,Majestic Care Northwest Ltd
1-102643035,The Salvation Army Social Work Trust
1-248711712,Merevale House Residential Home
1-153038361,Dr. Mohammad Al-Sharkawi
1-101618860,Hallmark Healthcare (Holmewood) Limited
1-2093508658,Oxford Orthodontics Limited
1-2245399941,Sutton GP Services Limited
1-126775192,Physiological Measurements Ltd
1-437283447,Natwarlal Tibrewal
1-118165953,One Six One Limited
1-1992042697,Brooklands Homecare Ltd
1-4524716853,FedBucks Ltd
1-199759818,Mendip Vale Medical Practice
1-347949853,Bethesda Healthcare Ltd
1-191582666,The Air Ambulance Service
1-152986842,Mr. Vivak Shah
1-6354449697,Cove Care Transitions Limited
R1D,Shropshire Community Health NHS Trust
1-616808361,Insight Specialist Behavioural Service Ltd
1-101609840,Hewitt-Hill Limited
1-161849759,Dr. Gim Ooi
1-11609331992,Joining Hands Limited
1-14163846145,Ideal Carehomes (5) Limited
1-7377609275,Gain Care Limited
1-1139795734,Red Rose Dental Group
1-4547054631,One Dee Limited
1-1332716245,Fortis Care Limited
1-101623217,Pretim Singh
